id,a28,a29,a30,a31,a32,a33,a34,a35
82fb739f7c7b14d23eec74f3c6484415,1106.3212,2625.9615,4,23,0,41.37,0,1
42238aed237317eedd03f67da2e266f5,324943.8,314382.4455,5,3,3450,1394.022,1,2
511ebf218783409d9613aadbe20b1ece,0,509.2,0,4,218.5,1514.1,1,8
f06fa72029d4c3a955910d41bb3eff27,39.5746,1970.737,2,97,7138.165,3912.846,2,71
286e32e2e1b97a3f553b3af2635239c7,209921.4624,161355.7995,19,6,241268.6315,283085.355,19,9
e992c5a71b5f5a7673491722e17f808f,0,0,0,0,0,0,0,0
dd4ec14187ab6c5d78a3000579a87da0,0,430.4355,0,1,0,0,0,0
93a27ba9e25300cce41f1e604fd7ba40,0,0,0,0,0,0,0,0
eb1adbf9ec7d39e82f10f5353e109515,294.6,0,3,0,0,0,0,0
e5d416932c57001ddd3713435a1ef45c,0,0,0,0,0,0,0,0
5f77ccdf02bb99452ab3180a224fddd9,0,0,0,0,0,0,0,0
fb60066692a745ab6f76d398aad6f037,0,0,0,0,0,0,0,0
730aa2c61012d1013976b9b2b975f74d,294.6,61.56,1,1,0,0,0,0
e0e2535c56a871d7cc302e39c652309c,0,110.2475,0,1,0,74.13,0,1
90918031c8dc31ea391b0544fa626cd2,11980.4,10450.9975,2,10,11500,12404.3955,1,5
488a91164ac13c8cde01c3737e146dd7,700.166,0,25,0,1140.225,0,28,0
59a54720f01e5722cbfc487f9c0ac154,0,0,0,0,0,0,0,0
a53ab5960681b9c00776b0e74a6d3dc4,0,0,0,0,0,0,0,0
55c4526a6720a4bc8607c5334877a906,982,112.3945,1,1,0,679.6335,0,6
358efecb48f7b3cddf5dd06e9085d24f,8348.964,8277.502,7,7,7707.3,6911.268,6,2
1ace06b19da9c84a0247e1a78db8861c,0,0,0,0,0,0,0,0
5a0f65bedd236825dba0ae212a94424e,0,0,0,0,0,0,0,0
ccc57916383c312a2b627a3e54013a5a,5892,5579.217,1,83,18630,18414.7845,3,56
ec165210091b7f8c9c7e23991a5e6119,3088.76316,2991.2365,3,49,4007.658,3657.444,8,34
e760db5c67ebcdf0a94f1f19023eadf2,0,0,0,0,0,0,0,0
f659cd70840345987cdd105893f2ed8b,0,0,0,0,0,0,0,0
bef17e8ebae7103b186bf0667540eaec,0,1957,0,8,12420,10728.5535,3,10
2fa7d55902f2b50afdeb4b57922cd3cd,0,66.2625,0,1,0,73.2375,0,1
f5128bef5eeecfdc76a898356507c33e,148.34092,0,1,0,173.719,210,1,1
bc328d385100a861f8d5d9c82e1a01d1,0,0,0,0,0,0,0,0
4fc3fdfdf16115648b11f0b9e1705a02,0,0,0,0,0,0,0,0
2b4473122b3918db9a8e7e9f7bd48a42,0,0,0,0,0,0,0,0
3d665c38f3a6c723943410d4625d8ac8,0,0,0,0,0,0,0,0
87368cc4e98b3598aae7d0d9394b72fb,0,0,0,0,0,0,0,0
5c5eb1a7877e902dfa69ac5c8dddb180,0,0,0,0,0,0,0,0
28566fbb5e2fd947cb53b212ab56fc44,0,0,0,0,0,0,0,0
65c712da9b75ce209731d2230d802ccc,0,0,0,0,0,0,0,0
532d5499b11eb0b84b43918897c3394b,24742.0792,23922.9,12,15,29457.6295,26792.85,20,17
4178bf1d083277d0775549d690c90a03,1855.98,4750,1,1,0,0,0,0
eddf89f3f82f97eecc9214181c10d998,10073.83718,10759.377,29,34,3511.9735,4160.1,21,15
11ec20af01af32d603e03e6275fa3e8d,0,475,0,1,0,0,0,0
13f990775a76c6638ad855265efbab11,0,0,0,0,0,0,0,0
2661ca6cf1388f4ea07cc237c9e4bc21,0,0,0,0,0,0,0,0
292d5a065fda9b89a42382f57283cf4c,117.84,0,2,0,0,0,0,0
f04e3b148f922fc7eca1358af7652123,0,0,0,0,0,0,0,0
4bd242da18a988dc07f3af3bae93ea29,0,0,0,0,0,0,0,0
54ba380fe133d6d58279ef62518a4c2f,893.62,0,1,0,57.5,0,1,0
8bb86c5117d605375725decf23f4fb64,0,101255.75,0,1,0,0,0,0
dc4caa2230759f98bcf927382223d322,0,0,0,0,0,0,0,0
2a31fe8d9d801469fd235c338b5cece6,0,0,0,0,0,0,0,0
c91d9eeb5b7ec85f9ab3dbb5f46e2688,0,0,0,0,0,0,0,0
002251dc400bc3ac501b29acd7130a52,0,0,0,0,0,0,0,0
420c163f255bb012d6d7221f4b61e965,198.855,0,1,0,0,0,0,0
f8081106dbee17fb8ad80b59163b8d21,0,0,0,0,0,157.395,0,2
b02970d885d945b44b9d741395e764ef,0,0,0,0,0,0,0,0
44f4f0a93563791f9f24d32050136d65,0,0,0,0,1978,1607.2245,1,11
03e33d6b72924c33a6f3e93a8aba42fc,0,0,0,0,0,0,0,0
435be27fbb5d96c5b41fda4a1ca93ce3,4613.5342,791.35,7,1,8343.94,12716.256,12,4
4a8082d5cd85ada3e8104530f5561c2f,0,0,0,0,0,0,0,0
30bcc2829942705db12ad2673b0dd49d,0,0,0,0,0,0,0,0
90d999582365962193ee95e712027777,1964,475,1,1,0,1050,0,2
9b7e9f3888cdd22b42b66e380033e224,0,0,0,0,0,0,0,0
893951489cd75cbdffba1712a44647fd,0,0,0,0,0,0,0,0
34ec1c2e40a837a7265c246cc6ad68f1,0,0,0,0,0,0,0,0
3dcf14c375b3fd976c7f2058dce6a13a,0,0,0,0,0,0,0,0
01d3a15e1d4abe21d7e08c9e4c9682c1,0,1221.3485,0,13,0,3090.15,0,11
68aa54afab412d5178bc90e43b1253de,0,165.4615,0,2,0,4.2,0,2
ff854f69d836f730955f4623fe1ec30d,98386.58,95180.5,5,3,0,0,0,0
dca6d9c39337561928f4ab682f8e2937,0,0,0,0,0,0,0,0
c952be4851fbfde50d8f2cfba87b2e7c,42520.6,418,1,2,0,52879.3965,0,3
f21af4c4cb189f99cec1c377219b7230,0,0,0,0,0,0,0,0
22d388465e0d6d80a9cef01fbb7868a2,0,0,0,0,0,0,0,0
f660b42d5f3a7e8de368a6b8501a5911,4119.49,3975.807,2,26,5183.05,4743.333,3,48
4531781d86e679f0dc40aab30410f264,0,0,0,0,0,0,0,0
3041c3f3306b609b7d8dcb8966cd92da,613.75,0,1,0,0,630,0,1
02ec6569f2679be5dfc3d075a1ccf87b,9971.6208,9500,2,1,177.56,0,1,0
53733b344e1ae65d1936c9f20d657af0,0,1578.9,0,7,0,0,0,0
71387f73fa866ff0bf58f1f3e120461b,471503.1167,456906.072,26,46,246841.727,211843.317,16,23
f4c0b2a4da47bbbe83926ca53bde9119,49100,47053.5,1,10,0,792.0465,0,10
ad89f98724117d2dbefbe2123f3697ea,96236,51299.05,12,7,71298.85,32550,7,4
db9e7237b7f3e4da7c180cebd79ea308,0,0,0,0,0,0,0,0
33844db55778408334c09234cc3ce35e,25089.118,35681.7245,32,132,21526.896,34716.297,25,92
98ccc513249d5c3015e6ec60974e4287,0,0,0,0,0,0,0,0
0adbb001a8928d62f23d016d717aaaee,0,0,0,0,0,0,0,0
91433509ff50e1218a8b96c2149015a0,0,0,0,0,0,0,0,0
2f0fe7492d6a770b5105f73aa3253cf0,5008.2,4921.475,1,1,5865,5427.219,1,2
dcdbf315c5144c525d87436c4166f680,0,0,0,0,0,0,0,0
9fefdb9f189b3a650dbc87d6fd4e0aee,8931.5846,0,5,0,10112.295,126.63,3,2
5203d349944ba89bda2715f230b9888a,0,0,0,0,0,0,0,0
9463ae963d0da03a73f5cc27aaa6bef6,0,0,0,0,0,0,0,0
39f91bc749554ec305a51a53d560d3be,0,0,0,0,0,0,0,0
e828b0c65bac2b26b3869ba347256582,0,0,0,0,0,0,0,0
fa4ed3cebc4c84518936593d34d0574c,137578.2,135308.899,6,14,280600,259169.862,9,20
45fafbb7ea1cbad6fd4867ff61cba4c6,613.75,0,1,0,0,0,0,0
9815d3abdd4d30b995b246347d018dea,35.352,33.421,1,1,0,0,0,0
73e225f5bddc0308a194c3bb68796843,0,0,0,0,0,0,0,0
7735de294d8315cfd173ce38f4859d6a,982,950,1,1,0,0,0,0
e0002db119dd180d8a1d96e2e1664100,0,0,0,0,0,0,0,0
d0f4fbc844985b13f1c5b964f7995af6,0,0,0,0,0,0,0,0
8eea465f028e795a3b003782ee6499cf,491,265.05,1,2,6900,648.9,3,6
55d1bf0de6a0ed8462eae8f021df5e22,0,156.028,0,1,2300,232.197,1,2
7aaa221453d5eb740f3af803b2a4c227,2455,1747.05,1,8,1610,2608.452,1,9
b101cfd809a37dcdaa38609fbc503b26,0,0,0,0,0,0,0,0
140afa5db668791de0ea1e0462cea4a2,0,0,0,0,0,0,0,0
aa9d518caeadaab556b2a3d57ab134fa,24550,57183.597,2,8,120876.2815,64303.9005,3,12
92d4ac7e2bd5b9ec9eecb42b3357ca32,0,0,0,0,0,0,0,0
3d1573d67dc28d23a4ca2ec0bd263857,0,0,0,0,0,0,0,0
4dd86515dc2db987072edc513c54d9c5,19701.61068,10088.05,3,13,101.7405,2178.75,3,4
219555ff0a215f9fe14c07607619da88,0,0,0,0,0,420,0,1
9743be1856258aa82df486668b033526,0,0,0,0,0,0,0,0
b6170bffa29cabd4419044b68c99c35d,0,1773.783,0,11,0,121.254,0,3
2a179570a16c2a194fe505624579efdd,0,0,0,0,0,0,0,0
a27734616c75f385db8dc5d0bf7b407d,0,494.95,0,4,5750,2144.142,1,20
f22750d3d70887b3ec8134c187632ab4,24323.7472,15941.798,38,47,17130.4,17043.579,19,38
cd023e5b5bfd135e5d847951ec0af636,0,0,0,0,0,0,0,0
3a1f8fa31c2dd1fc1e15d19e1bcb5b6e,286.24318,192.7455,3,1,151767.593,33565.6125,6,2
579c347cc1e122a12b07df6856619007,0,0,0,0,0,0,0,0
e756b6534a5b3defb7b8926d7e2fd9df,613.75,0,1,0,0,0,0,0
2c8477dc81cae0bf161cdcd3ddcbd4a8,613.75,0,1,0,0,0,0,0
776f28d6df5c0f6b3bc29fa53ad14a8a,0,0,0,0,0,0,0,0
b058caa7d7817e90690f05e3549086e9,0,0,0,0,0,0,0,0
701fd9304cfe1e49835172843703439a,91232.72964,89636.699,63,42,115187.0475,115683.2145,72,13
03cea6b6cf1de9107b098bd685099b94,1135.0938,475,1,1,0,525,0,1
a7c55ba6af06daaea735e310aefc7625,801.67534,632.7,18,4,638.112,367.5,9,1
f60708e922dc2be7b833fa6415b70e6c,19799.45716,26695,4,5,131.054,0,4,0
f0a3442ec1c73bfc99e72dd0d7ceb171,0,0,0,0,0,0,0,0
c7dd8750b3e36c14359cc10b1d1c4662,46.04598,0,1,0,0,0,0,0
446e054b167476efaef358f5a8751bd6,113496.9381,3934.976,16,6,43823.4295,3897.495,8,11
b15de5eb66aa93e243a14133183a4c7f,10624.48386,9958.318,6,17,47069.2815,43086.897,2,16
7d14c66d484fb6c407163d3c48100af8,0,0,0,0,0,0,0,0
8a39a99af3a9ad775785f458663aff66,0,0,0,0,0,0,0,0
e24236ddfc2f83ccd9cc5a80cbc07a3c,0,0,0,0,0,0,0,0
ae2f6d0bd87a885f54c711655a3c1ee7,4909.0671,4764.1265,4,2,5744.6755,10913.154,1,5
021d0d46cb0f2f66c8bb4621cdfcbab4,0,0,0,0,0,0,0,0
9ed68ceab86b1e0994a4259eed28e22e,0,0,0,0,0,0,0,0
1df934ef5170841a7ceb1ec448ec7ce4,0,0,0,0,80500,630,2,2
4d2e0a0f7d8e80ccfa81d814dbf9edcd,0,0,0,0,0,0,0,0
2a55ee599fd2ccc9efc3ef34803f5476,0,19000,0,1,424383.465,583275.021,3,6
a5f04b6440d8a52e0faa56527983a11f,0,0,0,0,0,0,0,0
57206a8c12bf66a470ca5d0568ac4015,3707.64902,757.1785,1,15,5979.0915,2667.8295,1,21
a79f2b93379471d38c45b816df0e9f89,0,0,0,0,0,0,0,0
1c530c7742edfb46681db527ed38294c,6500.7909,7144.95,7,29,12652.139,11529.252,6,23
a4fb08a2e219347c224f8a7319f49f71,0,0,0,0,0,0,0,0
1f65ef55001d623b8b383c6946fae89f,0,0,0,0,0,0,0,0
2a657740b372c0d2ad1b519f9101dfd4,0,0,0,0,0,0,0,0
a586924fa931c5ae09dc765532354372,0,1636.1375,0,5,0,0,0,0
529fa6f60ce0bbc4f8340c09b3b10cf6,0,0,0,0,0,0,0,0
4101620635d4839f04f9e51e38b645a0,0,0,0,0,0,0,0,0
01261cff1cbaf34bb69be719b717c4ac,0,0,0,0,0,0,0,0
08bf7b486a21ac0e983fd1b92c93e7f1,0,0,0,0,0,0,0,0
3116818cbdea89344838ac428b2f8e80,0,0,0,0,0,0,0,0
d51a5ac8415fd93d959d658e43398771,196.4,190,2,2,0,0,0,0
b870a69063bbd2477ad05cdf8e80b445,0,0,0,0,0,0,0,0
34b7279c4035270bdefac42ca8a3aa0f,0,0,0,0,0,0,0,0
24193ab754c18fc48e85d8de023bc7f3,3161.7945,0,1,0,3698.975,0,1,0
ca5fb9528e9bf38fdf73995ad6f6b5ab,5.1555,0,1,0,0,0,0,0
6f8a6e8f721a6ed0cbdbe387f1ca0626,21.37814,144.115,1,8,25.0355,692.37,1,18
748806b25e49fa10bf4613d9fd1cb1e9,0,0,0,0,0,0,0,0
e0ecb71c136505a848caed8c8c5837ec,0,0,0,0,0,0,0,0
92e8fa91dafc62373ab229a2772b9317,0,0,0,0,0,0,0,0
256b192fe6232b0e604d1e68c1aeb642,0,0,0,0,0,0,0,0
d72b1ad5cd6c6c35786b3a5f14a5938d,0,0,0,0,0,0,0,0
64e18031ca3aa200a100a6479289f304,0,0,0,0,0,0,0,0
072e1d1b0355c379097419e05535eacd,0,0,0,0,0,0,0,0
2499e6350a797766cf18c1d457db4ac9,0,0,0,0,0,0,0,0
b08bb18708039db79c7f72175d1b675a,0,0,0,0,0,0,0,0
aad3b0bf97f46d171273790ebcedcf46,0,0,0,0,0,0,0,0
a296b21bb3847913aa3061ad0db446a6,0,0,0,0,0,0,0,0
c70ddda1461ef5291d18eb3fc9058887,0,0,0,0,0,0,0,0
0539cfd7cf1dd18f07449be008d2b7e5,0,0,0,0,0,0,0,0
564a64993e4e283e3838d9308f51986f,0,0,0,0,0,0,0,0
c84b25834fe0ecb1016eda24788a9c28,0,19000,0,10,0,0,0,0
70dfa56ec7f6bd40330888c72aaee781,0,0,0,0,0,0,0,0
6a3c5107565bfd02fa17fc9bff012f50,0,0,0,0,0,0,0,0
506f34a48c88ff30102e47c0532ef41d,0,0,0,0,0,0,0,0
37ed827eb8bf147322ed49af1eafa0e3,0,0,0,0,0,0,0,0
5f9202e7dd5bfdb6f126313f3682d45d,28134.3,25096.15,2,8,4715,3706.5,2,3
7a0db0258eafbea370962e8cf43067e7,0,0,0,0,0,0,0,0
ae9902eaae240cc6b58454ed36a55545,0,0,0,0,0,0,0,0
190ab31546ee168418da2944942d8d8d,0,48355,0,2,0,46126.5,0,2
9825522b08a2e6f04ac0e988be3d0fdb,0,0,0,0,0,0,0,0
513ae2603440b4727385fb3e08274c9f,0,0,0,0,0,0,0,0
1711a7153a052236bf2af8fe30fdf309,0,0,0,0,0,0,0,0
38f4acd7ca33ad1971b48a9514637da2,0,0,0,0,0,0,0,0
62fb9c5aa85bec5fb852cecb767d27f4,0,0,0,0,0,0,0,0
0e6cd56a0f0699497bb629e8218e5fd0,0,0,0,0,0,0,0,0
2d4ce87bf6fe2a013722bdd30aebe3cc,2115.39494,3424.5505,2,84,2477.2955,1143.702,2,16
0dbd4396d633eb73ec055f8528ae10a1,0,0,0,0,0,0,0,0
581633bb7da9a6ef6a6380a7f6dfa243,0,0,0,0,0,0,0,0
1f244efea5748dddb028051f991d8564,0,0,0,0,0,0,0,0
545183b612bc9ce56d54de54173853b7,0,0,0,0,0,0,0,0
74405bed9cf61724eab3dfa4e53d90d8,8628.00912,9600.985,3,3,47495,9999.591,2,3
74d080f6f2062b1822b0f17a5335ee0a,0,0,0,0,0,0,0,0
d1df21e0f6d6af4df33805c2dfcb77c5,0,0,0,0,0,0,0,0
8f77102e719e9006b130d5985f01a172,6315.72318,5831.157,17,55,12669.895,11877.7995,29,55
79c61ac00b848f6c7cd1565bd737a334,0,0,0,0,0,0,0,0
e2132c698116b009725e83d07e6cbc65,0,5700,0,1,0,6300,0,2
801e2caa2055fae28c61db63684f1e1c,0,0,0,0,0,0,0,0
742488ff45dbae8e9547e25319a2cc7e,0,0,0,0,0,0,0,0
aad64b94130dcab007a290e57df2ec58,0,665,0,2,0.115,262.605,1,6
e4d58b1e10abbd7ae02a525906ffbd09,3947.64,3819.19,2,20,2190.75,2000.145,12,14
ee715a44388574bf44bd1f9d49fc9d9d,3392.47612,0,7,0,3964.9355,304.9935,8,2
14a6d1e90e3db6635ff27e6c98546e4b,0,0,0,0,0,0,0,0
377285cac5a502d4aa88f4c19d3585e1,0,0,0,0,0,0,0,0
998d288b42ffc56ae986470b614d4cc2,0,0,0,0,0,0,0,0
56bc2c7bd3bd017be5a81bfdc1051a4c,0,0,0,0,0,0,0,0
4170a6e7192a1a116b37ae3aa0e95f1d,19950.59678,71721.751,9,6,381910.009,290166.5655,15,10
8551cdc31bc5a6d04ca6aa8ba9cc8478,0,0,0,0,0,0,0,0
4702d3c6d66c99f99ed2c9caa72e3cef,0,0,0,0,0,0,0,0
f73b0f701384c048dea59eef44967afa,0,0,0,0,0,0,0,0
5b19220aaf7e2cdb805f70ce7ae79893,0,0,0,0,0,0,0,0
ae261e60c85772cc18e7a7b596a0f5a2,4374.81,3666.3255,3,10,3910,4267.2,2,7
3ad74125b61887cafcc9525e6f19c55c,0,0,0,0,0,0,0,0
d43b1bd7b01d42b1f8edeb321ddf3bf4,0,0,0,0,0,0,0,0
0f951213b1117387db423efc73c5e769,0,0,0,0,0,0,0,0
a79d10bfea273a57f1ee29da32d22adb,51947.8,32993.196,3,140,15870,20356.1925,1,27
f96d36c8402b038ac8e12df02b87d686,0,0,0,0,0,0,0,0
ba10dac8ad8a3faf6a2886ec41ca2bae,0,0,0,0,575,0,1,0
3c80cbacdc31f351169f173921809592,0,0,0,0,0,0,0,0
45f1e9115bf8f5996bf8aa54b0f8728d,0,0,0,0,0,0,0,0
3e1a44807408634f0221c25d2bf13a2d,0,0,0,0,0,0,0,0
b8e9eb5a807f00605ac1c260890e33e9,2553.2,2458.22,2,1,2990,2792.58,1,2
13661e937e2ccaa945c4470a61907311,343.7,0,1,0,402.5,0,1,0
5589f0281fd3327495f513fefbbc6e26,0,4275,0,5,5750,735,1,2
8afaa8bcc5ff3587f69d2df93f7df476,0,0,0,0,0,0,0,0
b072ebbcab20fbae93e27502e94b777d,4928.42232,112.214,9,2,1395.065,85.197,10,3
50a635d2dea5702540979256051d3169,0,0,0,0,0,0,0,0
7d540bd60b3563d0eec6ee31bee41bdd,0,0,0,0,0,0,0,0
7c5a4aac3ed34972248a450a1cbca7d0,98.2,85.101,1,4,460,431.235,2,3
dad07dcdbbce1ab5cb90eb6abe03607f,0,0,0,0,8.0385,0,1,0
4c9abebaf36ed06da48b4da1c31fd4f5,0,0,0,0,0,0,0,0
f27d486664d9520e45e7e12cf520e4f0,0,6983.925,0,11,575,48413.5785,2,44
715dec9a3bd28ebe0d491701ca0ecdcb,0,0,0,0,0,0,0,0
872ece38366b00f7957a66c630e3703e,4016.41928,3800,2,1,0,0,0,0
dba19314321c0cfb4895a3939a0ef782,648120,0,1,0,0,0,0,0
9a155db4a4765a433c14460dfb58cbdb,0,0,0,0,0,0,0,0
a7481bceb55cfc208b592e32b2a88e4f,0,0,0,0,0,0,0,0
dd98c93bda39466571954d05bb6996b7,0,0,0,0,718.75,630,1,1
2c50b3340c57b11d2993bcb07e1eb5d2,0,0,0,0,0,0,0,0
a99bfa1915c4e806371d7b372c16ca7c,6445.5534,4028.741,1,29,55333.239,21707.952,6,54
38047162695747178085c138e79523bf,0,0,0,0,0,0,0,0
83b39f38e71f421d8cc78344acc03fc4,0,0,0,0,0,0,0,0
4cbc6e3eff025dbf94481f1a7fd41802,245.5,0,1,0,0,0,0,0
616e52d47f2bd3c8dfc682a71d2fac64,0,0,0,0,0,0,0,0
3f04f74d15451f1afdae2c8f04755c96,196846.81,190432.25,1,2,1087430.317,871839.8115,3,3
fe33cdc774365d64df1f629ada6cef0e,4363.23222,4634.2805,3,6,13274.45,25606.581,5,51
ca6ccfb008690e71f82864cee7b62e1a,0,0,0,0,0,0,0,0
a5c2fb6e5691701280da3f59efa0b54d,0,0,0,0,0,0,0,0
17554175f825b2497596450380243516,2745.35776,2599.428,3,7,57500,52512.39,1,4
1c248f527916f10f9bf334477d4f4223,0,0,0,0,0,0,0,0
30db526bbdb08089aba6817136a0ba9e,0,0,0,0,0,0,0,0
a4f260b58ea4a94086b6af0ce7650b15,0,0,0,0,0,0,0,0
dd9b8f2da234ae7c1efdd7a9ab8d17d3,0,0,0,0,0,0,0,0
4e001374b1cdd10e8c8bd94a59b511b7,0,0,0,0,0,0,0,0
63b22c9e5893049de152f38760f73cc1,0,0,0,0,0,0,0,0
14b044947d7b3cb5c3d8c6baeedf1633,0,0,0,0,0,0,0,0
22d174e0f3cebcf6027424774599de52,0,0,0,0,0,0,0,0
434ed3f0420c68ad713256d1b62cc084,0,0,0,0,0,0,0,0
b6c92157bb26546e301422ddd2f360e7,0,0,0,0,0,0,0,0
c68724908c1a026f75489556053ecd43,2702.3658,10082.464,3,36,807.944,1811.8275,2,32
2479ec6fb4205c8efe9d80e7a5beadfd,0,0,0,0,0,0,0,0
814b5c6a8bcf358f7df1abc3cdeb18ca,0,0,0,0,73933.5,67504.5,1,1
d0c2fe8a29ae5b6a0302326a4c217179,0,0,0,0,0,0,0,0
a406c9169dba8660a8e9b356b707215f,0,0,0,0,995557.5875,504000,5,5
a49ebde67b41d2fa29bdac86600b6fe1,0,0,0,0,0,0,0,0
283b9950d8a51d35090ea7f7f5c9fe93,0,0,0,0,0,0,0,0
c12654c353009f54ca77761c0922fbe2,1759.6458,0,1,0,2094.035,0,2,0
c4f1c410798bcfcca9e58eb3c6e03d4c,0,0,0,0,0,0,0,0
6a16d8364aacc2e8b404eafa03a627c0,0,0,0,0,0,53.466,0,1
a6886966aa41ca63ba1ab88f9a4065b4,0,0,0,0,0,0,0,0
b4fda80cb8e62a73c8ec3e820e02c1e4,0,3468.963,0,35,0,3459.7605,0,20
ae7f85af7abc7bc466912c14af98f583,0,0,0,0,0,0,0,0
68dffebfee2d63476a2400c510888ad3,0,0,0,0,0,0,0,0
7c140ad2bb4bb4748009b6a7f694089a,0,0,0,0,0,0,0,0
3f61f8eceecc624496e5026c9b105120,0,0,0,0,0,0,0,0
75fb2c5b291df840d0cfecd6b30d7d53,0,0,0,0,0,0,0,0
1a6c47014df1b56222ac16120d70a17e,14128.9178,13300,1,1,16751.958,15645,1,1
60dcfc2ffb21599c96b24354e15001e8,0,0,0,0,0,0,0,0
d7b8fb43e59ec3c2e0b58e4e0270b381,0,0,0,0,0,0,0,0
a561d7dcaf6a90efca32d992a31832e1,0,0,0,0,0,0,0,0
d41fc055c0ce3881618496210e8db5aa,0,0,0,0,718.75,0,1,0
5b2c420fb7caf660b396f77a9beb3f02,24118.902,22651.8,7,2,23709.4695,28014.8925,12,4
c9a6d4133acfbe2bd592598ac52e98ba,74753.0315,71647.157,13,16,61157.23,57488.487,8,20
63487230acd23fadd1d942c75da32368,0,0,0,0,0,0,0,0
49f1d93205905307d50bbe47733953ad,0,0,0,0,0,0,0,0
4faadc2f870952536a74ad6983ba2e42,0,0,0,0,0,19.698,0,1
52f6dc0cd1e20971f2bf3f9b5ce59bd3,0,0,0,0,0,0,0,0
5ba19af46e32d3a1ed7cb2f748fb26be,0,0,0,0,0,0,0,0
0bd671109b6df7dfba606a53b221d214,1009.496,975.726,1,1,1220.518,1114.386,1,1
6f4a91caabf9a9c843729b6c18816ec9,0,0,0,0,0,0,0,0
0714b7e76490ff4e6107c736a183412c,2619.8287,0,1,0,3551.43,0,1,0
2abad92233958311a96d33b888f3a341,0,0,0,0,0,0,0,0
51cbb83ab880b2b8b202b4dba392bcff,6088.4,4655.9405,4,7,13917.3,2663.7555,4,2
0a4f8417fbbbfd62e49bbca47fae9a0b,0,0,0,0,0,0,0,0
e5f54c86873c5ca258f10e8ba3852aee,1757.12206,2.85,1,1,0,1047.9,0,7
a2ffddf93f462e5463dae46e0a83766a,0,0,0,0,0,0,0,0
d685f2a87317c81661164bcb87e623ba,3202.86174,2614.5995,1,29,5079.0555,9069.5955,2,17
6c5c2873c3d61ff0f45ab49f8edb44c7,0,19,0,1,2459.114,2147.25,2,1
4d5dc0340c7f7add9540a57dab14754d,0,78.2895,0,1,0,104.6115,0,2
1fd3d1d69ab37b71913e183d23d5f59b,607.858,0,5,0,575,0,1,0
bbbd10359a86ef0e4ad81dc823a8de99,85947.21284,81586,48,23,84422.2475,71826.132,41,31
2bb3ecc1236299ae12ae24c1e0d35b38,0,0,0,0,0,0,0,0
93dc9b593485326e3ffcab1dbd6ef70c,0,0,0,0,0,0,0,0
928f3b642150c68d7867481f4d893378,4761.48232,3856.145,9,3,5381.9425,56.028,10,1
a8e6d9516cee38e065af2f7fec5524e2,0,0,0,0,0,0,0,0
93b88b005022b8cb71490a193d081583,49.1,0.95,1,1,6924.15,2122.05,4,3
87fa15293fcd94d3824c42abba68d69f,24.42234,0,1,0,0,0,0,0
bab83d9c08d9a6c4669ae7cdb0780bc4,0,0,0,0,0,0,0,0
e396e323d49e4f9ee9435f12eb367cde,0,0,0,0,0,0,0,0
fad09c8e8eeb7b49cda38c657ed5b1bd,0,0,0,0,0,0,0,0
ed03085a4c4e01a42ca1efd49ca1c87f,0,0,0,0,0,0,0,0
e2d7ba253b8940009cc14c0738ad256c,0,0,0,0,0,0,0,0
6642e0fce817afb724827b119ea3c757,579.38,576.65,7,18,3582.25,3007.2,7,21
0614e26c37c2a551a7e1b2e5d2a3c2b6,0,19.209,0,1,0,0,0,0
9118f0da1db039426de421c01775fcff,24623.5518,112.765,3,7,473800,346500,4,2
ddf05dac4b68ebb60bb5d19cd305a8b5,0,0,0,0,0,0,0,0
38b723ff72ff1049cc31058074c5db0c,9475.97594,8950.9095,12,108,8524.1335,7840.8225,6,114
fb1cdc9317fc212f4ee100fb0b0dbd34,0,0,0,0,0,0,0,0
705f716ac074c1385845e749040d8454,0,475,0,1,8295.157,14716.8,1,3
e90a23dcc1338df68b3a4de74ab966b5,0,0,0,0,0,0,0,0
c38209a3b0e2969fbf5de07d174faae0,0,0,0,0,0,0,0,0
fc5afbd6b979af92f822ef419066b0ed,0,0,0,0,0,0,0,0
4edf899b5d779e12d252279c916f7bb5,0,0,0,0,0,0,0,0
0ec998095ecbd44fceec2b5e24f6e2d8,7983.66,33006.4105,2,44,77629.163,59824.8,12,57
8e18c1747ec4e8a289216f4d6801bd25,0,0,0,0,0,0,0,0
1f6cacc68811c1747dfa289c02716984,0,1900,0,2,5750,1050,1,1
f412eca71405fbd6d1d26a9a6c05f609,613.75,0,1,0,0,0,0,0
c81b1b7a83935f4892bb48628c39ba72,0,0,0,0,0,0,0,0
62dfb8debc47e255eddbb4476f13978c,3893.7282,3588.1025,4,38,10833,1989.1095,2,15
d1ae33af092f2e82a55264e11a8c5c08,1997538.452,1934788.829,4,5,0,0,0,0
4cc3b9ce7510ffdb000ff61f770e15dd,98.2,0,1,0,0,0,0,0
e771e90bce98c7cc2ec626376b3e55e0,0,0,0,0,0,0,0,0
645595e68feac90a96f2b09cc6548e17,0,0,0,0,0,0,0,0
9124b6ed6077b88920f25ec22d7f2fd2,0,0,0,0,0,0,0,0
2bc598252c7b8832ec89d6b07e3181b8,0,27.455,0,1,0,0,0,0
a6115a83212400646408e26a9a78836f,0,0,0,0,0,0,0,0
7716df032185b683df2b67661194dbdf,0,0,0,0,0,0,0,0
eaf79333fa3e7a389684a395a04ee71a,2189.86,0,1,0,2564.5,9369.36,1,1
